id	layer	check	verdict	subject	evidence	autofix	action
C4-bfdacc	conservation	C4	NICHT PRUEFBAR	Extension-Wirkstoffrelation.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 4 of 6 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-eaa719	conservation	C4	NICHT PRUEFBAR	Extension-Wirkstofftyp.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 3 of 6 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-49d110	conservation	C4	DIVERGIERT	FHIR-Profile/Index.page.md	4 of 5 PROSE runs of the source page are in no target page (first: Insbesondere sei hier die [International Patient Summary]( h…); 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-6b5222	conservation	C4	DIVERGIERT	KontextimGesamtprojektBezgezuanderenModulen.page.md	14 of 25 PROSE runs of the source page are in no target page (first: ## Kontext im Gesamtprojekt / Bezüge zu anderen Modulen Die …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-0d086f	conservation	C4	NICHT PRUEFBAR	List.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 16 of 22 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-08b333	conservation	C4	DIVERGIERT	MIIIGModulMedikation/Index.page.md	9 of 15 PROSE runs of the source page are in no target page (first: # Kerndatensatz Modul Medikation Die vorliegende Spezifikati…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-6e84fc	conservation	C4	NICHT PRUEFBAR	Medication/Index.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 22 of 25 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-02422e	conservation	C4	NICHT PRUEFBAR	MedicationAdministration.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 18 of 19 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-83461f	conservation	C4	NICHT PRUEFBAR	MedicationRequest.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 11 of 12 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-c9d8d6	conservation	C4	NICHT PRUEFBAR	MedicationStatement.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 35 of 41 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-fe91db	conservation	C4	DIVERGIERT	Referenzen.page.md	3 of 6 PROSE runs of the source page are in no target page (first: ## Referenzen Bei der Erstellung des Datensatzes zur Dokumen…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-03ec0a	conservation	C4	DIVERGIERT	Release-Notes.page.md	5 of 10 PROSE runs of the source page are in no target page (first: 2024.0.0** - Die veröffentlichten FHIR-Packages verwenden nu…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-fc1144	conservation	C4	NICHT PRUEFBAR	TechnischeImplementierung/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-dcd614	conservation	C4	DIVERGIERT	Terminologien.page.md	10 of 38 PROSE runs of the source page are in no target page (first: ## Terminologien Soweit möglich sollen Terminologien und ein…); 14 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-d47516	conservation	C4	DIVERGIERT	UML.page.md	3 of 6 PROSE runs of the source page are in no target page (first: ### UML Als abstraktere Version eines Informationsmodells un…)	-	map the missing text to a target page section, or record the loss in the report's content map
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 27 menu entries resolve to a real page	-	-
C5-d64c1f	conservation	C5	IDENTISCH	input/translations/de/includes/menu.xml	all 27 menu entries resolve to a real page	-	-
C5-8e783d	conservation	C5	IDENTISCH	19 narrative pages	every one is reachable from a menu entry	-	-
C5-3cab9a	conservation	C5	IDENTISCH	target page set	every narrative page is either the template's or a page-map target	-	-
C6-56cdd3	conservation	C6	IDENTISCH	BeschreibungModul.page.md	18 of 60 runs placed, most on index -- the mapped target	-	-
C6-602bb1	conservation	C6	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	4 of 8 runs placed, most on guidance -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	3 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-f872e6	conservation	C6	IDENTISCH	Datenstzeinkl.Beschreibungen.page.md	6 of 7 runs placed, most on logical-models -- the mapped target	-	-
C6-de1c5a	conservation	C6	IDENTISCH	Extension-Wirkstoffrelation.page.md	2 of 6 runs placed, most on StructureDefinition-mii-ex-medikation-wirkstoffrelation-intro -- the mapped target	-	-
C6-2367a1	conservation	C6	IDENTISCH	Extension-Wirkstofftyp.page.md	3 of 6 runs placed, most on StructureDefinition-mii-ex-medikation-wirkstofftyp-intro -- the mapped target	-	-
C6-ddc83d	conservation	C6	IDENTISCH	FHIR-Profile/Index.page.md	1 of 5 runs placed, most on profiles -- the mapped target	-	-
C6-1dd4ca	conservation	C6	IDENTISCH	KontextimGesamtprojektBezgezuanderenModulen.page.md	11 of 25 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-3db620	conservation	C6	IDENTISCH	List.page.md	6 of 22 runs placed, most on StructureDefinition-mii-pr-medikation-medikationsliste-intro -- the mapped target	-	-
C6-6e4c85	conservation	C6	IDENTISCH	MIIIGModulMedikation/Index.page.md	6 of 15 runs placed, most on index -- the mapped target	-	-
C6-0bb3e7	conservation	C6	IDENTISCH	Medication/Index.page.md	3 of 25 runs placed, most on profiles -- the mapped target	-	-
C6-720f59	conservation	C6	IDENTISCH	MedicationAdministration.page.md	1 of 19 runs placed, most on StructureDefinition-mii-pr-medikation-medication-administration-intro -- the mapped target	-	-
C6-ec67f9	conservation	C6	IDENTISCH	MedicationRequest.page.md	1 of 12 runs placed, most on StructureDefinition-mii-pr-medikation-medication-request-intro -- the mapped target	-	-
C6-39f61d	conservation	C6	IDENTISCH	MedicationStatement.page.md	6 of 41 runs placed, most on StructureDefinition-mii-pr-medikation-medication-statement-intro -- the mapped target	-	-
C6-997ea5	conservation	C6	IDENTISCH	Referenzen.page.md	3 of 6 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-23da97	conservation	C6	IDENTISCH	Release-Notes.page.md	5 of 10 runs placed, most on changes -- the mapped target	-	-
C6-8d2119	conservation	C6	IDENTISCH	Terminologien.page.md	28 of 38 runs placed, most on code-systems -- the mapped target	-	-
C6-dcdd2a	conservation	C6	IDENTISCH	UML.page.md	3 of 6 runs placed, most on uml-diagrams -- the mapped target	-	-
C7-0209b1	conservation	C7	DIVERGIERT	index	42 of 60 prose runs of the source page BeschreibungModul.page.md are in no target page (C4), and index carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-9191f0	conservation	C7	DIVERGIERT	capability-statements	3 of 6 prose runs of the source page CapabilityStatement.page.md are in no target page (C4), and capability-statements carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-bd1fc5	conservation	C7	DIVERGIERT	logical-models	1 of 7 prose runs of the source page Datenstzeinkl.Beschreibungen.page.md are in no target page (C4), and logical-models carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-8c8c7d	conservation	C7	DIVERGIERT	profiles	4 of 5 prose runs of the source page FHIR-Profile/Index.page.md are in no target page (C4), and profiles carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-283e85	conservation	C7	DIVERGIERT	implementer-guidance	14 of 25 prose runs of the source page KontextimGesamtprojektBezgezuanderenModulen.page.md are in no target page (C4), and implementer-guidance carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-0c857b	conservation	C7	DIVERGIERT	index	9 of 15 prose runs of the source page MIIIGModulMedikation/Index.page.md are in no target page (C4), and index carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-7f85cc	conservation	C7	DIVERGIERT	implementer-guidance	3 of 6 prose runs of the source page Referenzen.page.md are in no target page (C4), and implementer-guidance carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-4f50d8	conservation	C7	DIVERGIERT	changes	5 of 10 prose runs of the source page Release-Notes.page.md are in no target page (C4), and changes carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-fabfa8	conservation	C7	DIVERGIERT	code-systems	10 of 38 prose runs of the source page Terminologien.page.md are in no target page (C4), and code-systems carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-8a1680	conservation	C7	DIVERGIERT	uml-diagrams	3 of 6 prose runs of the source page UML.page.md are in no target page (C4), and uml-diagrams carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-01987d	conservation	C7	NICHT PRUEFBAR	Extension-Wirkstoffrelation.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-dbb0db	conservation	C7	NICHT PRUEFBAR	Extension-Wirkstofftyp.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-52c589	conservation	C7	NICHT PRUEFBAR	List.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-fb6f53	conservation	C7	NICHT PRUEFBAR	Medication/Index.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-64a6c9	conservation	C7	NICHT PRUEFBAR	MedicationAdministration.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-a5610f	conservation	C7	NICHT PRUEFBAR	MedicationRequest.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-adad1d	conservation	C7	NICHT PRUEFBAR	MedicationStatement.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
F1-093008	fidelity	F1	IDENTISCH	id	mii-ig-medikation (identical to the source)	-	-
F1-bacf3c	fidelity	F1	IDENTISCH	packageId	de.medizininformatikinitiative.kerndatensatz.medikation (identical to the source)	-	-
F1-489e82	fidelity	F1	IDENTISCH	canonical	https://www.medizininformatik-initiative.de/fhir/core/modul-… (identical to the source)	-	-
F1-6cbfea	fidelity	F1	NICHT PRUEFBAR	version	target 2027.0.0-ballot.rc1 vs source 2026.0.1 -- the target version is a human decision (spec 2.1)	-	confirm the target version at Gate A and record it
F1-8a3995	fidelity	F1	IDENTISCH	status	active (identical to the source)	-	-
F1-b5b102	fidelity	F1	IDENTISCH	title	MII IG Medikation (identical to the source)	-	-
F1-7bae24	fidelity	F1	IDENTISCH	license	CC-BY-4.0 (identical to the source)	-	-
F1-5451f2	fidelity	F1	IDENTISCH	publisher	target NUM-DIZ (template >= v1.1 publisher chrome, spec 2.2); source declared Medizininformatik Initiative -- deliberately not carried	-	-
F1-f60f40	fidelity	F1	IDENTISCH	fhirVersion	4.0.1 (identical to the source)	-	-
F2-d14403	fidelity	F2	DIVERGIERT	de.basisprofil.r4	target 1.6.0  vs  source pin 1.5.x (the source tree (--source))	-	the source pin is the evidence; a registry dist-tag is not. Restore the pin or make the bump a Gate-A decision
F2-40a459	fidelity	F2	DIVERGIERT	de.fhir.medication	target 1.0.7  vs  source pin 1.0.x (the source tree (--source))	-	the source pin is the evidence; a registry dist-tag is not. Restore the pin or make the bump a Gate-A decision
F2-2efb2b	fidelity	F2	IDENTISCH	de.ihe-d.terminology	pinned 3.0.1, identical to the source pin (the source tree (--source))	-	-
F2-ce5cda	fidelity	F2	DIVERGIERT	de.medizininformatikinitiative.kerndatensatz.meta	target 2027.0.0-ballot.rc3  vs  source pin 2026.0.x (the source tree (--source))	-	the source pin is the evidence; a registry dist-tag is not. Restore the pin or make the bump a Gate-A decision
F2-617227	fidelity	F2	IDENTISCH	hl7.fhir.uv.ips	pinned 2.0.0, identical to the source pin (the source tree (--source))	-	-
F2-fd0e73	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.crmi	target-only dependency 2.0.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-047205	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.extensions.r4	target-only dependency 5.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-e78ce4	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.xver-r5.r4	target-only dependency 0.1.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-8f9355	fidelity	F2	NICHT PRUEFBAR	hl7.terminology.r4	target-only dependency 7.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F3-1a29c4	fidelity	F3	NICHT PRUEFBAR	license	target declares CC-BY-4.0 with NO tier evidence behind it (no claim in identity-claims.tsv)	-	read the source's LICENSE (repo-identity.sh) and claim it, or confirm the value at Gate A. The template's literal CC-BY-4.0 reaches here unflagged otherwise
F3-ce21cb	fidelity	F3	IDENTISCH	LICENSE file	the file text is CC-BY-4.0 (header: 'attribution 4.0 international'), matching the declared scalar	-	-
F4-e1f158	fidelity	F4	IDENTISCH	33 FSH files	no fhir_comments rules, no whitespace-bearing code references	-	-
P1-fded0e	provenance	P1	DIVERGIERT	template	rendered output was built from de.medizininformatikinitiative.template#1.3.4, the tree carries de.medizininformatikinitiative.template#1.3.2	-	STALE RENDER: rebuild, then re-run verification. A published site whose header names another version than its tree is the 'preview v0.5.0 under v0.5.1' class
P2-264584	provenance	P2	NICHT PRUEFBAR	vendored template ref	no `5.2 skeleton-vendored … ref=` line in the run log	-	emit it when vendoring: `bash "$ML" info 5.2 skeleton-vendored "… ref=<tag> commit=<sha>"`
P3-a28a47	provenance	P3	IDENTISCH	IG Publisher version	2.3.2 == the workflow pin	-	-
P3-c39a79	provenance	P3	NICHT PRUEFBAR	IG Publisher currency	the publisher reports itself out of date (current 2.3.3)	-	upgrading the publisher is a target-repository decision, not a migration one -- record it, do not act on it here
P4-379bde	provenance	P4	NICHT PRUEFBAR	source guide version	no `?version=` recorded in the run log or the harvest manifest	-	record the pinned, PUBLISHED guide version like the source commit SHA (spec 5.1c.3)
P5-ae41ea	provenance	P5	IDENTISCH	ig.ini	`ig = fsh-generated/resources/ImplementationGuide-mii-ig-medikation.json` exists in the target	-	-
R1-866fe1	rendering	R1	IDENTISCH	output/de	tables, tabs and images all non-empty and resolvable	-	-
R2-48ed52	rendering	R2	DIVERGIERT	output/de id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-e1bc49	rendering	R1	IDENTISCH	output/en	tables, tabs and images all non-empty and resolvable	-	-
R2-d1da9a	rendering	R2	DIVERGIERT	output/en id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-76f413	rendering	R1	NICHT PRUEFBAR	source-versus-target rendering	no harvested source HTML (./migration-log/guide-harvest/html) and/or no page map	-	harvest with --keep-html and write the page map; without a source rendering, 'non-empty where non-empty in the source' has no reference
R3-c3bc54	rendering	R3	IDENTISCH	output/de	all 19 narrative pages differ from the default language	-	-
R4-84ad62	rendering	R4	IDENTISCH	template example links	none, over 1 token(s) from template-artifacts.tsv (verified against template package 1.3.2)	-	-
R5-b553f5	rendering	R5	IDENTISCH	input/translations/de/ImplementationGuide-mii-ig-medikation.po	a translated unit for every one of the 20 page titles	-	-
L0-28d3e4	log	L0	IDENTISCH	./migration-log/run.log	605 parsed lines, 1 runs	-	-
L1-e91ba9	log	L1	DIVERGIERT	5.4c/page-routing-retry @ 2026-09-01T20:58:59Z	silent-partial-success: erster Aufruf mit --source implementation-guides/mii-ig-medikation-v2025 lieferte 0 source pages…	-	the WARN this whole convention exists for was emitted and NOTHING acted on it. Re-run the step, or record the resolution with a `resolved:` line naming this action
L2-0e48db	log	L2	IDENTISCH	1 preflight-analysis	present in the log	-	-
L2-5e1c48	log	L2	DIVERGIERT	pre.2 classify-source-shape	the step emitted NO run-log line	-	a step that did not run is invisible in the target: Every shape-B-only row below is skipped when the shape is unknown, so an unrecorded shape silently disables half of this manifest.. Run it, or record why it was skipped
L2-4fd559	log	L2	IDENTISCH	pre.5 toolchain	present in the log	-	-
L2-541189	log	L2	DIVERGIERT	5.1 source-inventory	the step emitted NO run-log line	-	a step that did not run is invisible in the target: The inventory is what goFSH's and the harvest's counts are reconciled against; without it every count is self-reported.. Run it, or record why it was skipped
L2-9a6da6	log	L2	DIVERGIERT	2.1 read-identity	the step emitted NO run-log line	-	a step that did not run is invisible in the target: Identity carried over unread is identity invented.. Run it, or record why it was skipped
L2-23b069	log	L2	NICHT PRUEFBAR	2.1 package-identity	no line in the log; the step is conditional (no sushi-config.yaml in the source)	-	confirm the condition did not hold -- The published package is the only machine source for the dependency PINS (spec §2.1.1).
L2-7163a2	log	L2	NICHT PRUEFBAR	2.1 repo-identity	no line in the log; the step is conditional (no sushi-config.yaml in the source)	-	confirm the condition did not hold -- The repository's LICENSE text is the only machine source for `license` — the field that must never default (spec §2.2).
L2-07bdbb	log	L2	IDENTISCH	5.1c simplifier-discover	present in the log	-	-
L2-930ba2	log	L2	NICHT PRUEFBAR	5.1d guide-harvest	no line in the log; the step is conditional (the narrative is not in the repository)	-	confirm the condition did not hold -- This is the step whose absence shipped the template's starter pages under a module's name.
L2-91b7ea	log	L2	NICHT PRUEFBAR	5.1b.2 gofsh-input	no line in the log; required only for source shape B, which the log does not state	-	record the shape (pre.2 classify-source-shape) -- The input count, taken BY CONTENT, is the number goFSH's own counts are reconciled against.
L2-f0a960	log	L2	NICHT PRUEFBAR	5.1b.2 gofsh-convert	no line in the log; required only for source shape B, which the log does not state	-	record the shape (pre.2 classify-source-shape) -- goFSH exits 0 having converted 1 of 20 inputs when `-t json-and-xml` is missing; only this line's counts show it.
L2-395531	log	L2	NICHT PRUEFBAR	5.1b.3 sushi-before	no line in the log; required only for source shape B, which the log does not state	-	record the shape (pre.2 classify-source-shape) -- The "41" of 41 → 5: without the baseline the repair's effect is unmeasurable.
L2-837623	log	L2	NICHT PRUEFBAR	5.1b.3 postprocess-gofsh	no line in the log; required only for source shape B, which the log does not state	-	record the shape (pre.2 classify-source-shape) -- The two mechanical repairs; a parse error otherwise TRUNCATES a file while SUSHI still exports the instance.
L2-41942e	log	L2	NICHT PRUEFBAR	5.1b.3 sushi-after	no line in the log; required only for source shape B, which the log does not state	-	record the shape (pre.2 classify-source-shape) -- The "5": the residual, which must be named unresolvable parents and nothing else.
L2-cd2674	log	L2	NICHT PRUEFBAR	5.1b.5 parent-snapshots	no line in the log; the step is conditional (a parent package ships no snapshots)	-	confirm the condition did not hold -- A hand-rolled snapshot fabricates a parent; the detect run is what proves none was needed.
L2-666ef6	log	L2	DIVERGIERT	5.2 skeleton-vendored	the step emitted NO run-log line	-	a step that did not run is invisible in the target: Records the template ref and commit the skeleton came from — the provenance check (P2) reads it from here.. Run it, or record why it was skipped
L2-200a9d	log	L2	IDENTISCH	5.2 sushi-skeleton	present in the log	-	-
